"ZmPla1.2","ZmPla1.2_raw","experiment","plate","well","barcode","tube_num_full","tube_num","tissue_key","tissue","ID","temp_tx","fertilizer_tx","tray","pot","line","source","tissue_stage","date_planted","emergence_date","unique_id","harvest_date","genotype","inv4m_genotype","uniqueID","file","Filename","fastqc","Total_Sequences","samp","full_geno","group"
0.661805230088624,1,"gc72","3","F1","ILLSINHA3",76,76,0,"V3 Leaf tissue","gc72078","warm","high",5,3,"PT",NA,"V3","3/2/2017","3/6/2017","warm_5_3_V3","3/13/2017","PT","Inv4m","gc72078_0","GC72_P3_ILLSINHA3_1.fq.gz","GC72_P3_ILLSINHA3_1.fq.gz","pass",2138756,"GC72_P3_ILLSINHA3","PT_Inv4m","warm_PT_Inv4m"
-2.24834366944615,0,"gc72","3","E1","ILLSINHA4",76.1,76,1,"V3 Primary root","gc72078","warm","high",5,3,"PT",NA,"V3","3/2/2017","3/6/2017","warm_5_3_V3","3/13/2017","PT","Inv4m","gc72078_1","GC72_P3_ILLSINHA4_1.fq.gz","GC72_P3_ILLSINHA4_1.fq.gz","pass",4149915,"GC72_P3_ILLSINHA4","PT_Inv4m","warm_PT_Inv4m"
-0.641372538556335,1,"gc72","3","D1","ILLSINHA5",93.1,93,1,"V3 Primary root","gc72016","warm","high",1,8,"B73",NA,"V3","3/2/2017","3/6/2017","warm_1_8_V3","3/13/2017","B73","B73","gc72016_1","GC72_P3_ILLSINHA5_1.fq.gz","GC72_P3_ILLSINHA5_1.fq.gz","pass",4074304,"GC72_P3_ILLSINHA5","B73_B73","warm_B73_B73"
0.592995784916073,1,"gc72","3","C1","ILLSINHA6",105.1,105,1,"V3 Primary root","gc72036","warm","high",2,9,"F1",NA,"V3","3/2/2017","3/6/2017","warm_2_9_V3","3/14/2017","F1","H","gc72036_1","GC72_P3_ILLSINHA6_1.fq.gz","GC72_P3_ILLSINHA6_1.fq.gz","pass",1908088,"GC72_P3_ILLSINHA6","F1_H","warm_F1_H"
1.92457915318741,3,"gc72","3","B1","ILLSINHA7",114,114,0,"V3 Leaf tissue","gc72150","warm","low",9,3,"F1",NA,"V3","3/2/2017","3/4/2017","warm_9_3_V3","3/14/2017","F1","H","gc72150_0","GC72_P3_ILLSINHA7_1.fq.gz","GC72_P3_ILLSINHA7_1.fq.gz","pass",2155144,"GC72_P3_ILLSINHA7","F1_H","warm_F1_H"
3.95558480278077,29,"gc72","3","A1","ILLSINHA8",144,144,0,"V3 Leaf tissue","gc72180","warm","low",10,9,"PT",NA,"V3","3/2/2017","3/6/2017","warm_10_9_V3","3/14/2017","PT","Inv4m","gc72180_0","GC72_P3_ILLSINHA8_1.fq.gz","GC72_P3_ILLSINHA8_1.fq.gz","pass",3566139,"GC72_P3_ILLSINHA8","PT_Inv4m","warm_PT_Inv4m"
3.87938653724556,28,"gc72","3","H2","ILLSINHA9",118,118,0,"V3 Leaf tissue","gc72162","warm","low",9,9,"B73",NA,"V3","3/2/2017","3/6/2017","warm_9_9_V3","3/14/2017","B73","B73","gc72162_0","GC72_P3_ILLSINHA9_1.fq.gz","GC72_P3_ILLSINHA9_1.fq.gz","pass",3966526,"GC72_P3_ILLSINHA9","B73_B73","warm_B73_B73"
-2.29949554342035,0,"gc72","3","G2","ILLSINHA10",144.1,144,1,"V3 Primary root","gc72180","warm","low",10,9,"PT",NA,"V3","3/2/2017","3/6/2017","warm_10_9_V3","3/14/2017","PT","Inv4m","gc72180_1","GC72_P3_ILLSINHA10_1.fq.gz","GC72_P3_ILLSINHA10_1.fq.gz","pass",4999385,"GC72_P3_ILLSINHA10","PT_Inv4m","warm_PT_Inv4m"
0.0181377053554101,1,"gc72","3","F2","ILLSINHA11",114.1,114,1,"V3 Primary root","gc72150","warm","low",9,3,"F1",NA,"V3","3/2/2017","3/4/2017","warm_9_3_V3","3/14/2017","F1","H","gc72150_1","GC72_P3_ILLSINHA11_1.fq.gz","GC72_P3_ILLSINHA11_1.fq.gz","pass",2886473,"GC72_P3_ILLSINHA11","F1_H","warm_F1_H"
0.500739290514564,1,"gc72","3","E2","ILLSINHA12",118.1,118,1,"V3 Primary root","gc72162","warm","low",9,9,"B73",NA,"V3","3/2/2017","3/6/2017","warm_9_9_V3","3/14/2017","B73","B73","gc72162_1","GC72_P3_ILLSINHA12_1.fq.gz","GC72_P3_ILLSINHA12_1.fq.gz","pass",2047187,"GC72_P3_ILLSINHA12","B73_B73","warm_B73_B73"
4.98945229817452,74,"gc72","3","D7","ILLSINHA53",235,235,0,"V3 Leaf tissue","gc72212","cold","high",2,7,"B73",NA,"V3","3/2/2017","3/13/2017","cold_2_7_V3","3/24/2017","B73","B73","gc72212_0","GC72_P3_ILLSINHA53_1.fq.gz","GC72_P3_ILLSINHA53_1.fq.gz","pass",4520048,"GC72_P3_ILLSINHA53","B73_B73","cold_B73_B73"
