Zm00001d039542,Zm00001d017584,samp,experiment,plate,well,barcode,tube_num_full,tube_num,tissue_key,tissue,ID,temp_tx,fertilizer_tx,tray,pot,line,source,tissue_stage,date_planted,emergence_date,unique_id,harvest_date,genotype,inv4m_genotype,uniqueID,file,Filename,fastqc,Total_Sequences,plant,NEWID,new_line,new_inv4m_genotype,full_geno,group,inv_temp,fert_temp,fert_temp_geno
-2.71073468149239,6.32271755588753,GC73_P6_ILLSINHA10,gc73,6,G2,ILLSINHA10,125.1,125,1,V3_Primary_root,gc73166,warm,low,10,2,PT,,V3,4/21/2017,4/26/2017,warm_10_2_V3,5/2/2017,PT,Inv4m,gc73166_1,GC73_P6_ILLSINHA10_1.fq.gz,GC73_P6_ILLSINHA10_1.fq.gz,pass,4585270,gc73_6_warm_low_10_2_V3,gc73_6_warm_low_10_2_V3_V3_Primary_root,,Inv4m,PT_,warm_NA_Inv4m,Inv4m_warm,low_warm,low_warm_PT
-0.928371048510872,6.20593604951609,GC73_P6_ILLSINHA11,gc73,6,F2,ILLSINHA11,128.1,128,1,V3_Primary_root,gc73174,warm,low,10,6,F1,,V3,4/21/2017,4/25/2017,warm_10_6_V3,5/2/2017,F1,H,gc73174_1,GC73_P6_ILLSINHA11_1.fq.gz,GC73_P6_ILLSINHA11_1.fq.gz,pass,1263773,gc73_6_warm_low_10_6_V3,gc73_6_warm_low_10_6_V3_V3_Primary_root,,H,F1_,warm_NA_H,H_warm,low_warm,low_warm_F1
-2.14198360728269,6.48300604336601,GC73_P6_ILLSINHA12,gc73,6,E2,ILLSINHA12,158.1,158,1,V3_Primary_root,gc73146,warm,low,9,1,B73,,V3,4/21/2017,4/27/2017,warm_9_1_V3,5/4/2017,B73,B73,gc73146_1,GC73_P6_ILLSINHA12_1.fq.gz,GC73_P6_ILLSINHA12_1.fq.gz,pass,2661614,gc73_6_warm_low_9_1_V3,gc73_6_warm_low_9_1_V3_V3_Primary_root,,B73,B73_,warm_NA_B73,B73_warm,low_warm,low_warm_B73
6.54113959014368,6.17078666166118,GC73_P6_ILLSINHA53,gc73,6,D7,ILLSINHA53,275,275,0,V3_Leaf_tissue,gc73242,cold,high,4,4,F1,,V3,4/21/2017,4/29/2017,cold_4_4_V3,5/15/2017,F1,H,gc73242_0,GC73_P6_ILLSINHA53_1.fq.gz,GC73_P6_ILLSINHA53_1.fq.gz,pass,514206,gc73_6_cold_high_4_4_V3,gc73_6_cold_high_4_4_V3_V3_Leaf_tissue,,H,F1_,cold_NA_H,H_cold,high_cold,high_cold_F1
4.11434789560016,6.05141526293404,GC73_P6_ILLSINHA55,gc73,6,B7,ILLSINHA55,243,243,0,V3_Leaf_tissue,gc73254,cold,high,5,1,PT,,V3,4/21/2017,4/28/2017,cold_5_1_V3,5/12/2017,PT,Inv4m,gc73254_0,GC73_P6_ILLSINHA55_1.fq.gz,GC73_P6_ILLSINHA55_1.fq.gz,pass,4028059,gc73_6_cold_high_5_1_V3,gc73_6_cold_high_5_1_V3_V3_Leaf_tissue,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,high_cold,high_cold_PT
-3.45881734541931,6.51850645010324,GC73_P6_ILLSINHA56,gc73,6,A7,ILLSINHA56,243.1,243,1,V3_Primary_root,gc73254,cold,high,5,1,PT,,V3,4/21/2017,4/28/2017,cold_5_1_V3,5/12/2017,PT,Inv4m,gc73254_1,GC73_P6_ILLSINHA56_1.fq.gz,GC73_P6_ILLSINHA56_1.fq.gz,pass,7714421,gc73_6_cold_high_5_1_V3,gc73_6_cold_high_5_1_V3_V3_Primary_root,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,high_cold,high_cold_PT
-2.90990377871357,6.41715808705177,GC73_P6_ILLSINHA58,gc73,6,G8,ILLSINHA58,269.1,269,1,V3_Primary_root,gc73264,cold,high,5,6,B73,,V3,4/21/2017,4/29/2017,cold_5_6_V3,5/15/2017,B73,B73,gc73264_1,GC73_P6_ILLSINHA58_1.fq.gz,GC73_P6_ILLSINHA58_1.fq.gz,pass,14561569,gc73_6_cold_high_5_6_V3,gc73_6_cold_high_5_6_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,high_cold,high_cold_B73
4.88919287602108,5.75263129422531,GC73_P6_ILLSINHA59,gc73,6,F8,ILLSINHA59,283,283,0,V3_Leaf_tissue,gc73350,cold,low,10,4,F1,,V3,4/21/2017,4/30/2017,cold_10_4_V3,5/15/2017,F1,H,gc73350_0,GC73_P6_ILLSINHA59_1.fq.gz,GC73_P6_ILLSINHA59_1.fq.gz,pass,2529041,gc73_6_cold_low_10_4_V3,gc73_6_cold_low_10_4_V3_V3_Leaf_tissue,,H,F1_,cold_NA_H,H_cold,low_cold,low_cold_F1
5.07449720871334,6.00385997923468,GC73_P6_ILLSINHA60,gc73,6,E8,ILLSINHA60,281,281,0,V3_Leaf_tissue,gc73344,cold,low,10,1,B73,,V3,4/21/2017,4/30/2017,cold_10_1_V3,5/15/2017,B73,B73,gc73344_0,GC73_P6_ILLSINHA60_1.fq.gz,GC73_P6_ILLSINHA60_1.fq.gz,pass,473123,gc73_6_cold_low_10_1_V3,gc73_6_cold_low_10_1_V3_V3_Leaf_tissue,,B73,B73_,cold_NA_B73,B73_cold,low_cold,low_cold_B73
5.414465454136,5.40701687224059,GC73_P6_ILLSINHA61,gc73,6,D8,ILLSINHA61,282,282,0,V3_Leaf_tissue,gc73346,cold,low,10,2,PT,,V3,4/21/2017,4/28/2017,cold_10_2_V3,5/15/2017,PT,Inv4m,gc73346_0,GC73_P6_ILLSINHA61_1.fq.gz,GC73_P6_ILLSINHA61_1.fq.gz,pass,1310043,gc73_6_cold_low_10_2_V3,gc73_6_cold_low_10_2_V3_V3_Leaf_tissue,,Inv4m,PT_,cold_NA_Inv4m,Inv4m_cold,low_cold,low_cold_PT
-3.08906517943626,6.0373243730104,GC73_P6_ILLSINHA63,gc73,6,B8,ILLSINHA63,283.1,283,1,V3_Primary_root,gc73350,cold,low,10,4,F1,,V3,4/21/2017,4/30/2017,cold_10_4_V3,5/15/2017,F1,H,gc73350_1,GC73_P6_ILLSINHA63_1.fq.gz,GC73_P6_ILLSINHA63_1.fq.gz,pass,5592502,gc73_6_cold_low_10_4_V3,gc73_6_cold_low_10_4_V3_V3_Primary_root,,H,F1_,cold_NA_H,H_cold,low_cold,low_cold_F1
-3.94637363933091,6.33188521639842,GC73_P6_ILLSINHA64,gc73,6,A8,ILLSINHA64,281.1,281,1,V3_Primary_root,gc73344,cold,low,10,1,B73,,V3,4/21/2017,4/30/2017,cold_10_1_V3,5/15/2017,B73,B73,gc73344_1,GC73_P6_ILLSINHA64_1.fq.gz,GC73_P6_ILLSINHA64_1.fq.gz,pass,9818550,gc73_6_cold_low_10_1_V3,gc73_6_cold_low_10_1_V3_V3_Primary_root,,B73,B73_,cold_NA_B73,B73_cold,low_cold,low_cold_B73
