sample_id	accn_GID	testcross_GID
SEEDGWAS3655	28990	240450
SEEDGWAS3656	29052	240451
SEEDGWAS3657	29054	240452
SEEDGWAS3658	29055	240453
SEEDGWAS3659	29108	240454
SEEDGWAS366	22074	241436
SEEDGWAS3660	29189	240455
SEEDGWAS3661	29276	240456
SEEDGWAS3662	29395	240457
SEEDGWAS3663	29437	240458
SEEDGWAS3664	29480	240459
SEEDGWAS3665	29506	240460
SEEDGWAS3668	29543	240463
SEEDGWAS3669	29544	240464
SEEDGWAS367	22206	241437
SEEDGWAS3670	29550	240465
SEEDGWAS3671	29557	240466
SEEDGWAS3672	29558	240467
SEEDGWAS3673	29560	240468
SEEDGWAS3674	29561	240469
SEEDGWAS3675	29676	240470
SEEDGWAS3676	29680	240471
SEEDGWAS3679	29850	240474
SEEDGWAS368	22467	241438
SEEDGWAS3681	2765	240476
SEEDGWAS3682	2805	240477
SEEDGWAS3683	5780	240478
SEEDGWAS3686	7717	240481
SEEDGWAS3687	7774	240482
SEEDGWAS3688	7891	240483
SEEDGWAS3689	7924	240484
SEEDGWAS3690	8200	240485
SEEDGWAS3691	8366	240486
SEEDGWAS3692	8489	240487
SEEDGWAS3693	8735	240488
SEEDGWAS3694	8920	240489
SEEDGWAS3695	16731	240490
SEEDGWAS3696	19678	240491
SEEDGWAS3697	19705	240492
SEEDGWAS3698	20485	240493
SEEDGWAS3699	20573	240494
SEEDGWAS370	22607	241440
SEEDGWAS3700	20579	240495
SEEDGWAS3701	20581	240496
SEEDGWAS3702	20583	240497
SEEDGWAS3704	20586	240499
SEEDGWAS3705	20594	240500
SEEDGWAS3706	20609	240501
SEEDGWAS3708	20630	240503
SEEDGWAS3709	20639	240504
SEEDGWAS371	22825	241441
SEEDGWAS3710	21158	240505
SEEDGWAS3711	21177	240506
SEEDGWAS3712	21187	240507
SEEDGWAS3713	21202	240508
SEEDGWAS3714	21213	240509
SEEDGWAS3715	21232	240510
SEEDGWAS3716	21443	240511
SEEDGWAS3717	21903	240512
SEEDGWAS3718	21914	240513
SEEDGWAS3719	22285	240514
SEEDGWAS3720	22293	240515
SEEDGWAS3721	22350	240516
SEEDGWAS3722	22399	240517
SEEDGWAS3723	22430	240518
SEEDGWAS3724	22459	240519
SEEDGWAS3725	22465	240520
SEEDGWAS3726	22582	240521
SEEDGWAS3727	22685	240522
SEEDGWAS3728	22735	240523
SEEDGWAS3729	22830	240524
SEEDGWAS373	22842	241443
SEEDGWAS3730	23577	240525
SEEDGWAS3731	23685	240526
SEEDGWAS3733	23738	240528
SEEDGWAS3734	24344	240529
SEEDGWAS3735	24360	240530
SEEDGWAS3736	24391	240531
SEEDGWAS3737	24437	240532
SEEDGWAS3739	25352	240534
SEEDGWAS3740	25495	240535
SEEDGWAS3742	25498	240537
SEEDGWAS3744	25553	240539
SEEDGWAS3745	25554	240540
SEEDGWAS3746	25586	240541
SEEDGWAS3748	25715	240543
SEEDGWAS3749	25811	240544
SEEDGWAS375	23177	241445
SEEDGWAS3750	26020	240545
SEEDGWAS3751	26041	240546
SEEDGWAS3753	26098	240548
SEEDGWAS3754	26135	240549
SEEDGWAS3755	26136	240550
SEEDGWAS3756	26225	240551
SEEDGWAS3757	26899	240552
SEEDGWAS3758	26901	240553
SEEDGWAS376	23185	241446
SEEDGWAS3762	26960	240557
SEEDGWAS3763	27028	240558
SEEDGWAS3765	27104	240560
SEEDGWAS3767	27262	240562
SEEDGWAS3768	27272	240563
SEEDGWAS3769	27274	240564
SEEDGWAS377	23194	241447
SEEDGWAS3770	27286	240565
SEEDGWAS3771	27307	240566
SEEDGWAS3772	27415	240567
SEEDGWAS3774	28199	240569
SEEDGWAS3775	28204	240570
SEEDGWAS3776	28267	240571
SEEDGWAS3777	28294	240572
SEEDGWAS3778	28386	240573
SEEDGWAS3779	28433	240574
SEEDGWAS3780	28437	240575
SEEDGWAS3782	28447	240577
SEEDGWAS3783	28468	240578
SEEDGWAS3786	28923	240581
SEEDGWAS3787	29628	240582
SEEDGWAS379	23249	241449
SEEDGWAS3790	33	240585
SEEDGWAS3791	34	240586
SEEDGWAS3792	60	240587
SEEDGWAS3793	291	240588
SEEDGWAS3794	495	240589
SEEDGWAS3795	821	240590
SEEDGWAS3796	823	240592
SEEDGWAS3797	832	240593
SEEDGWAS3798	1827	240594
SEEDGWAS3799	2132	240595
SEEDGWAS38	5914	241108
SEEDGWAS3800	3089	240596
SEEDGWAS3801	3091	240597
SEEDGWAS3802	3093	240598
SEEDGWAS3803	3101	240599
SEEDGWAS3804	3440	240600
SEEDGWAS3805	3608	240601
SEEDGWAS3806	3696	240602
SEEDGWAS3807	5347	240603
SEEDGWAS3809	5474	240605
SEEDGWAS381	23302	241451
SEEDGWAS3810	5476	240606
SEEDGWAS3811	5759	240607
SEEDGWAS3813	5841	240609
SEEDGWAS3814	5842	240610
SEEDGWAS3815	5848	240611
SEEDGWAS3816	5885	240612
SEEDGWAS3817	6677	240613
SEEDGWAS3818	8138	240614
SEEDGWAS3819	8178	240615
SEEDGWAS382	23334	241452
SEEDGWAS3820	8373	240616
SEEDGWAS3821	8378	240617
SEEDGWAS3822	8390	240618
SEEDGWAS3823	8396	240619
SEEDGWAS3824	8410	240620
SEEDGWAS3825	8897	240621
SEEDGWAS3826	8899	240622
SEEDGWAS3827	8959	240623
SEEDGWAS3828	9028	240624
SEEDGWAS3829	9055	240625
SEEDGWAS383	23336	241453
SEEDGWAS3830	9145	240626
SEEDGWAS3831	9151	240627
SEEDGWAS3832	9786	240628
SEEDGWAS3833	10046	240629
SEEDGWAS3836	10443	240632
SEEDGWAS3837	10666	240633
SEEDGWAS3838	10739	240634
SEEDGWAS3839	10843	240635
SEEDGWAS384	23338	241454
SEEDGWAS3840	13827	240636
SEEDGWAS3841	14142	240637
SEEDGWAS3842	14167	240638
SEEDGWAS3843	14278	240639
SEEDGWAS3844	14283	240640
SEEDGWAS3845	14365	240641
SEEDGWAS3846	14367	240642
SEEDGWAS3847	14369	240643
SEEDGWAS3848	14373	240644
SEEDGWAS3849	14384	240645
SEEDGWAS3850	14398	240646
SEEDGWAS3853	14424	240649
SEEDGWAS3854	14427	240650
SEEDGWAS3855	14431	240651
SEEDGWAS3856	14443	240652
SEEDGWAS3857	14458	240653
SEEDGWAS3858	14470	240654
SEEDGWAS3859	14496	240655
SEEDGWAS386	23342	241456
SEEDGWAS3860	14582	240656
SEEDGWAS3861	14593	240657
SEEDGWAS3862	14608	240658
SEEDGWAS3864	15295	240660
SEEDGWAS3865	15397	240661
SEEDGWAS3866	16320	240662
SEEDGWAS3867	16733	240663
SEEDGWAS3868	16736	240664
SEEDGWAS3869	16739	240665
SEEDGWAS387	23355	241457
SEEDGWAS3870	16746	240666
SEEDGWAS3871	17210	240667
SEEDGWAS3872	17219	240668
SEEDGWAS3873	17450	240669
SEEDGWAS3874	17544	240670
SEEDGWAS3875	17553	240671
SEEDGWAS3876	17570	240672
SEEDGWAS3877	17574	240673
SEEDGWAS3879	19356	240675
SEEDGWAS388	23381	241458
SEEDGWAS3880	19857	240676
SEEDGWAS3881	20645	240677
SEEDGWAS3882	20646	240678
SEEDGWAS3883	20647	240679
SEEDGWAS3884	20651	240680
SEEDGWAS3885	20659	240681
SEEDGWAS3886	20660	240682
SEEDGWAS3887	20676	240683
SEEDGWAS3888	20680	240684
SEEDGWAS3889	20682	240685
SEEDGWAS389	23388	241459
SEEDGWAS3890	20734	240686
SEEDGWAS3891	20735	240688
SEEDGWAS3892	20755	240689
SEEDGWAS3893	20756	240690
SEEDGWAS3894	20757	240691
SEEDGWAS3895	20774	240692
SEEDGWAS3896	20778	240693
SEEDGWAS3897	20786	240694
SEEDGWAS3898	20787	240695
SEEDGWAS3899	20792	240696
SEEDGWAS390	23418	241460
SEEDGWAS3900	20809	240697
SEEDGWAS3901	20815	240698
SEEDGWAS3902	20820	240699
SEEDGWAS3903	20821	240700
SEEDGWAS3904	20823	240701
SEEDGWAS3905	20832	240702
SEEDGWAS3906	20842	240703
SEEDGWAS3907	20845	240704
SEEDGWAS3908	20863	240705
SEEDGWAS3909	20870	240706
SEEDGWAS391	23423	241461
SEEDGWAS3910	20883	240707
SEEDGWAS3911	20915	240708
SEEDGWAS3912	20916	240709
SEEDGWAS3913	20925	240710
SEEDGWAS3914	20928	240711
SEEDGWAS3915	20930	240712
SEEDGWAS3916	20934	240713
SEEDGWAS3917	20937	240714
SEEDGWAS3918	20943	240715
SEEDGWAS3919	20946	240716
SEEDGWAS392	23424	241462
SEEDGWAS3922	20957	240719
SEEDGWAS3923	20958	240720
SEEDGWAS3924	20961	240721
SEEDGWAS3925	20963	240722
SEEDGWAS3926	20964	240723
SEEDGWAS3927	20972	240724
SEEDGWAS3928	20973	240725
SEEDGWAS3929	20974	240726
SEEDGWAS393	23443	241463
SEEDGWAS3930	20983	240727
SEEDGWAS3931	20987	240728
SEEDGWAS3932	20992	240729
SEEDGWAS3933	20993	240730
SEEDGWAS3934	20997	240731
SEEDGWAS3935	21012	240732
SEEDGWAS3936	21013	240733
SEEDGWAS3938	21016	240735
SEEDGWAS3939	21017	240736
SEEDGWAS394	23448	241464
SEEDGWAS3940	21022	240737
SEEDGWAS3942	21027	240739
SEEDGWAS3943	21030	240740
SEEDGWAS3944	21038	240741
SEEDGWAS3945	21045	240742
SEEDGWAS3946	21047	240743
SEEDGWAS3947	21048	240744
SEEDGWAS3948	21052	240745
SEEDGWAS3949	21059	240746
SEEDGWAS395	23461	241465
SEEDGWAS3951	21070	240748
SEEDGWAS3954	21076	240751
SEEDGWAS3955	21098	240752
SEEDGWAS3956	21100	240753
SEEDGWAS3957	21111	240754
SEEDGWAS3958	21119	240755
SEEDGWAS3959	21121	240756
SEEDGWAS396	23476	241466
SEEDGWAS3960	21408	240757
SEEDGWAS3961	21723	240758
SEEDGWAS3962	22794	240759
SEEDGWAS3964	22837	240761
SEEDGWAS3965	23496	240762
SEEDGWAS3966	23726	240763
SEEDGWAS3967	23758	240764
SEEDGWAS3968	23778	240765
SEEDGWAS3969	23859	240766
SEEDGWAS397	23485	241467
SEEDGWAS3970	24183	240767
SEEDGWAS3971	24231	240768
SEEDGWAS3972	24288	240769
SEEDGWAS3973	24338	240770
SEEDGWAS3974	24339	240771
SEEDGWAS3975	24483	240772
SEEDGWAS3976	24484	240773
SEEDGWAS3977	24824	240774
SEEDGWAS3978	24942	240775
SEEDGWAS398	23548	241468
SEEDGWAS3981	24944	240778
SEEDGWAS3982	24947	240779
SEEDGWAS3983	24953	240780
SEEDGWAS3984	24962	240781
SEEDGWAS3985	24973	240782
SEEDGWAS3986	25056	240783
SEEDGWAS3987	25069	240784
SEEDGWAS3988	25075	240785
SEEDGWAS3989	25400	240786
SEEDGWAS399	23582	241469
SEEDGWAS3990	25436	240787
SEEDGWAS3991	25460	240788
SEEDGWAS3992	25674	240789
SEEDGWAS3993	25682	240790
SEEDGWAS3994	25698	240791
SEEDGWAS3995	25719	240792
SEEDGWAS3996	25820	240793
SEEDGWAS3997	25933	240794
SEEDGWAS3998	25938	240795
SEEDGWAS3999	26180	240796
SEEDGWAS4	1467	241074
SEEDGWAS400	23624	241470
SEEDGWAS4000	26507	240797
SEEDGWAS4001	26697	240798
SEEDGWAS4002	26793	240799
SEEDGWAS4003	26795	240800
SEEDGWAS4004	26801	240801
SEEDGWAS4005	26813	240802
SEEDGWAS4006	27109	240803
SEEDGWAS4007	27117	240804
SEEDGWAS4008	27149	240805
SEEDGWAS401	23695	241471
SEEDGWAS4010	27508	240807
SEEDGWAS4011	27513	240808
SEEDGWAS4012	27515	240809
SEEDGWAS4013	27551	240810
SEEDGWAS4014	27554	240811
SEEDGWAS4015	27602	240812
SEEDGWAS4016	27647	240813
SEEDGWAS4017	27651	240814
SEEDGWAS4018	27717	240815
SEEDGWAS4019	28384	240816
SEEDGWAS402	23699	241472
SEEDGWAS4020	28452	240817
SEEDGWAS4021	28778	240818
SEEDGWAS4022	28786	240819
SEEDGWAS4023	28970	240820
SEEDGWAS4024	28998	240821
SEEDGWAS4025	29016	240822
SEEDGWAS4026	29020	240823
SEEDGWAS4027	29030	240824
SEEDGWAS4029	29050	240826
SEEDGWAS403	23705	241473
SEEDGWAS4030	29128	240827
SEEDGWAS4031	29170	240828
SEEDGWAS4032	29246	240829
SEEDGWAS4033	29260	240830
SEEDGWAS4034	29445	240831
SEEDGWAS4035	29873	240832
SEEDGWAS4036	278	240833
SEEDGWAS4037	280	240834
SEEDGWAS4038	357	240835
SEEDGWAS4039	738	240836
SEEDGWAS404	23727	241474
SEEDGWAS4040	1605	240837
SEEDGWAS4041	1606	240838
SEEDGWAS4042	2165	240839
SEEDGWAS4043	2864	240840
SEEDGWAS4044	2872	240841
SEEDGWAS4045	3682	240842
SEEDGWAS4046	3831	240843
SEEDGWAS4047	5823	240844
SEEDGWAS4048	5838	240845
SEEDGWAS4049	5881	240846
SEEDGWAS4050	7112	240847
SEEDGWAS4051	7798	240848
SEEDGWAS4052	7991	240849
SEEDGWAS4053	8358	240850
SEEDGWAS4054	8487	240851
SEEDGWAS4055	8519	240852
SEEDGWAS4056	8670	240853
SEEDGWAS4057	8730	240854
SEEDGWAS4058	8752	240855
SEEDGWAS4059	8967	240856
SEEDGWAS4060	9054	240857
SEEDGWAS4061	9824	240858
SEEDGWAS4062	9829	240859
SEEDGWAS4063	9836	240860
SEEDGWAS4064	13162	240861
SEEDGWAS4065	13803	240862
SEEDGWAS4066	13828	240863
SEEDGWAS4067	15478	240864
SEEDGWAS4068	15500	240865
SEEDGWAS4069	16772	240866
SEEDGWAS407	23872	241477
SEEDGWAS4070	16776	240867
SEEDGWAS4071	20143	240868
SEEDGWAS4072	20301	240869
SEEDGWAS4073	20308	240870
SEEDGWAS4074	20310	240871
SEEDGWAS4075	20312	240872
SEEDGWAS4076	20318	240873
SEEDGWAS4078	20327	240875
SEEDGWAS4079	20330	240876
SEEDGWAS4080	20335	240877
SEEDGWAS4081	20350	240878
SEEDGWAS4082	20351	240879
SEEDGWAS4083	20352	240880
SEEDGWAS4084	20353	240881
SEEDGWAS4085	20354	240882
SEEDGWAS4088	20357	240885
SEEDGWAS4089	20358	240886
SEEDGWAS409	23882	241479
SEEDGWAS4090	20360	240887
SEEDGWAS4091	20365	240888
SEEDGWAS4092	20366	240889
SEEDGWAS4095	20368	240892
SEEDGWAS4096	20369	240893
SEEDGWAS4097	20370	240894
SEEDGWAS4098	20371	240895
SEEDGWAS4099	20372	240896
SEEDGWAS410	23883	241480
SEEDGWAS4100	20373	240897
SEEDGWAS4101	20376	240898
SEEDGWAS4102	20377	240899
SEEDGWAS4103	20391	240900
SEEDGWAS4104	20392	240901
SEEDGWAS4105	20393	240902
SEEDGWAS4106	20394	240903
SEEDGWAS4107	20398	240904
SEEDGWAS4109	20400	240906
SEEDGWAS411	23884	241481
SEEDGWAS4110	20405	240907
SEEDGWAS4111	20455	240908
SEEDGWAS4112	20602	240909
SEEDGWAS4113	20673	240910
SEEDGWAS4114	20675	240911
SEEDGWAS4115	21064	240912
SEEDGWAS4116	22478	240913
SEEDGWAS4117	22833	240914
SEEDGWAS4118	22920	240915
SEEDGWAS4119	22934	240916
SEEDGWAS4120	22946	240917
SEEDGWAS4121	23002	240918
SEEDGWAS4124	23096	240921
SEEDGWAS4126	23570	240923
SEEDGWAS4127	23602	240924
SEEDGWAS4128	23604	240925
SEEDGWAS4129	23605	240926
SEEDGWAS413	23899	241483
SEEDGWAS4130	23607	240927
SEEDGWAS4131	23636	240928
SEEDGWAS4132	23642	240929
SEEDGWAS4133	23643	240930
SEEDGWAS4134	23644	240931
SEEDGWAS4135	23650	240932
SEEDGWAS4136	23659	240933
SEEDGWAS4137	23756	240934
SEEDGWAS4138	23983	240935
SEEDGWAS4139	23999	240936
SEEDGWAS414	23905	241484
SEEDGWAS4140	24061	240937
SEEDGWAS4141	24114	240938
SEEDGWAS4142	24328	240939
SEEDGWAS4143	24475	240940
SEEDGWAS4144	24478	240941
SEEDGWAS4145	24550	240942
SEEDGWAS4146	24605	240943
SEEDGWAS4147	24611	240944
SEEDGWAS4148	24612	240945
SEEDGWAS4149	24618	240946
SEEDGWAS415	23908	241485
SEEDGWAS4150	24648	240947
SEEDGWAS4151	25100	240948
SEEDGWAS4152	25228	240949
SEEDGWAS4153	25236	240950
SEEDGWAS4154	25353	240951
SEEDGWAS4155	25396	240952
SEEDGWAS4156	25470	240953
SEEDGWAS4157	25600	240954
SEEDGWAS4158	25818	240955
SEEDGWAS4159	25897	240956
SEEDGWAS416	23913	241486
SEEDGWAS4160	25923	240957
SEEDGWAS4161	25982	240958
SEEDGWAS4162	26043	240959
SEEDGWAS4163	26163	240960
SEEDGWAS4164	26243	240961
SEEDGWAS4165	26322	240962
SEEDGWAS4166	26441	240963
SEEDGWAS4167	26460	240964
SEEDGWAS4168	26575	240965
SEEDGWAS4169	26746	240966
SEEDGWAS417	23923	241487
SEEDGWAS4170	26866	240967
SEEDGWAS4171	26973	240968
SEEDGWAS4172	26980	240969
SEEDGWAS4173	26981	240970
SEEDGWAS4174	27017	240971
SEEDGWAS4175	27018	240972
SEEDGWAS4176	27021	240973
SEEDGWAS4177	27024	240974
SEEDGWAS4178	27254	240975
SEEDGWAS4179	27358	240976
SEEDGWAS418	23929	241488
SEEDGWAS4180	27388	240977
SEEDGWAS4181	27399	240978
SEEDGWAS4182	27434	240979
SEEDGWAS4183	27437	240980
SEEDGWAS4184	28362	240981
SEEDGWAS4185	28412	240982
SEEDGWAS4186	28623	240983
SEEDGWAS4187	28725	240984
SEEDGWAS4188	28726	240985
SEEDGWAS4189	29000	240986
SEEDGWAS419	24065	241489
SEEDGWAS4190	29177	240987
SEEDGWAS4191	29180	240988
SEEDGWAS4192	29343	240989
SEEDGWAS4193	29398	240990
SEEDGWAS4194	29423	240991
SEEDGWAS4195	29454	240992
SEEDGWAS4196	29496	240993
SEEDGWAS4197	29503	240994
SEEDGWAS4198	29517	240995
SEEDGWAS4199	29518	240996
SEEDGWAS420	24315	241490
SEEDGWAS4200	29521	240997
SEEDGWAS4201	29523	240998
SEEDGWAS4202	29527	240999
SEEDGWAS4203	29536	241000
SEEDGWAS4204	29564	241001
SEEDGWAS4205	29670	241002
SEEDGWAS4206	29687	241003
SEEDGWAS4207	29691	241004
SEEDGWAS4208	29698	241005
SEEDGWAS4209	29699	241006
SEEDGWAS421	24464	241491
SEEDGWAS4210	2262	241007
SEEDGWAS4211	2769	241008
SEEDGWAS4212	2782	241009
SEEDGWAS4213	2785	241010
SEEDGWAS4214	3299	241011
SEEDGWAS4215	5822	241012
SEEDGWAS4216	6724	241013
SEEDGWAS4217	7789	241014
SEEDGWAS4218	7819	241015
SEEDGWAS4219	7851	241016
SEEDGWAS4220	7959	241017
SEEDGWAS4223	19087	241020
SEEDGWAS4224	20504	241021
SEEDGWAS4225	20572	241022
SEEDGWAS4226	20593	241023
SEEDGWAS4227	20596	241024
SEEDGWAS4228	20597	241025
SEEDGWAS4229	20620	241026
SEEDGWAS423	24633	241493
SEEDGWAS4230	20641	241027
SEEDGWAS4231	21399	241028
SEEDGWAS4232	21403	241029
SEEDGWAS4233	21776	241030
SEEDGWAS4234	22818	241031
SEEDGWAS4235	23709	241032
SEEDGWAS4236	23759	241033
SEEDGWAS4237	24348	241034
SEEDGWAS4238	24469	241035
SEEDGWAS4239	24955	241036
SEEDGWAS4240	25293	241037
SEEDGWAS4241	25573	241038
SEEDGWAS4242	25842	241039
SEEDGWAS4243	25996	241040
SEEDGWAS4244	26108	241041
SEEDGWAS4245	26140	241042
SEEDGWAS4246	26141	241043
SEEDGWAS4247	26330	241044
SEEDGWAS4249	26912	241046
SEEDGWAS425	24665	241495
SEEDGWAS4250	26992	241047
SEEDGWAS4251	27025	241048
SEEDGWAS4253	27147	241050
SEEDGWAS4254	27202	241051
SEEDGWAS4255	27213	241052
SEEDGWAS4257	27280	241054
SEEDGWAS4258	27290	241055
SEEDGWAS4259	27306	241056
SEEDGWAS426	24803	241496
SEEDGWAS4260	27394	241057
SEEDGWAS4262	27442	241059
SEEDGWAS4263	28051	241060
SEEDGWAS4264	28113	241061
SEEDGWAS4265	28438	241062
SEEDGWAS4266	28716	241063
SEEDGWAS4267	28749	241064
SEEDGWAS4268	28912	241065
SEEDGWAS4269	28917	241066
SEEDGWAS427	24820	241497
SEEDGWAS4270	28918	241067
SEEDGWAS4271	29110	241068
SEEDGWAS4272	29620	241069
SEEDGWAS4273	29627	241070
SEEDGWAS4276	65	268164
SEEDGWAS4277	281	268718
SEEDGWAS4278	552	268828
SEEDGWAS4279	569	268783
SEEDGWAS428	25011	241498
SEEDGWAS4280	592	276020
SEEDGWAS4281	726	268176
SEEDGWAS4282	747	275827
SEEDGWAS4283	807	268282
SEEDGWAS4284	1478	268259
SEEDGWAS4285	1875	268799
SEEDGWAS4286	2116	268849
SEEDGWAS4287	2166	275890
SEEDGWAS4288	2269	268800
SEEDGWAS4289	2313	268824
SEEDGWAS429	25076	241499
SEEDGWAS4290	2755	268533
SEEDGWAS4291	2779	268344
SEEDGWAS4292	2861	268510
SEEDGWAS4293	2862	268776
SEEDGWAS4294	3276	268706
SEEDGWAS4295	5775	268587
SEEDGWAS4296	5780	276034
SEEDGWAS4297	5782	268796
SEEDGWAS4298	5783	268168
SEEDGWAS4299	5788	269006
SEEDGWAS43	5951	241113
SEEDGWAS430	25106	241500
SEEDGWAS4300	5795	275892
SEEDGWAS4301	5801	268557
SEEDGWAS4302	5806	268333
SEEDGWAS4303	5814	268160
SEEDGWAS4304	5815	268629
SEEDGWAS4305	5826	268715
SEEDGWAS4306	5877	268462
SEEDGWAS4307	5880	268756
SEEDGWAS4308	5888	275893
SEEDGWAS4309	5896	268709
SEEDGWAS431	25220	241501
SEEDGWAS4310	5950	275894
SEEDGWAS4311	6664	275829
SEEDGWAS4312	6671	268505
SEEDGWAS4313	6769	268521
SEEDGWAS4314	7711	268302
SEEDGWAS4315	7716	276036
SEEDGWAS4316	7725	275895
SEEDGWAS4317	7729	268649
SEEDGWAS4318	7744	268567
SEEDGWAS4319	7752	268632
SEEDGWAS432	25344	241502
SEEDGWAS4320	7755	268688
SEEDGWAS4321	7756	268542
SEEDGWAS4322	7771	275898
SEEDGWAS4323	7774	276038
SEEDGWAS4324	7782	268403
SEEDGWAS4325	7794	268566
SEEDGWAS4326	7795	268507
SEEDGWAS4327	7803	268702
SEEDGWAS4328	7805	268196
SEEDGWAS4329	7808	275900
SEEDGWAS433	25356	241503
SEEDGWAS4330	7809	268599
SEEDGWAS4331	7812	268340
SEEDGWAS4332	7813	268411
SEEDGWAS4333	7814	275901
SEEDGWAS4334	7816	268609
SEEDGWAS4335	7822	268766
SEEDGWAS4336	7826	268689
SEEDGWAS4337	7828	268945
SEEDGWAS4338	7836	275902
SEEDGWAS4339	7839	268570
SEEDGWAS4340	7859	268234
SEEDGWAS4341	7889	275830
SEEDGWAS4342	7891	276039
SEEDGWAS4343	7892	275903
SEEDGWAS4344	7893	268628
SEEDGWAS4345	7922	268327
SEEDGWAS4346	7932	268648
SEEDGWAS4347	7934	275831
SEEDGWAS4348	7946	268625
SEEDGWAS4349	7950	275832
SEEDGWAS435	25491	241505
SEEDGWAS4350	7956	268617
SEEDGWAS4351	7957	268159
SEEDGWAS4352	7958	268106
SEEDGWAS4353	7960	268729
SEEDGWAS4354	7963	268624
SEEDGWAS4355	7964	275833
SEEDGWAS4356	7965	268298
SEEDGWAS4357	8046	268352
SEEDGWAS4358	8100	268584
SEEDGWAS4359	8110	268225
SEEDGWAS436	25501	241506
SEEDGWAS4360	8191	275906
SEEDGWAS4361	8236	268814
SEEDGWAS4362	8350	268667
SEEDGWAS4363	8360	268426
SEEDGWAS4364	8362	268762
SEEDGWAS4365	8371	268370
SEEDGWAS4366	8379	268173
SEEDGWAS4367	8424	268602
SEEDGWAS4368	8521	275835
SEEDGWAS4369	8522	275836
SEEDGWAS437	25785	241507
SEEDGWAS4370	8531	268130
SEEDGWAS4371	8715	275838
SEEDGWAS4372	8716	268174
SEEDGWAS4373	8717	268820
SEEDGWAS4374	8718	275839
SEEDGWAS4375	8720	268850
SEEDGWAS4376	8800	268123
SEEDGWAS4377	8900	268281
SEEDGWAS4378	8929	268791
SEEDGWAS4379	8934	268537
SEEDGWAS438	25786	241508
SEEDGWAS4380	8952	268622
SEEDGWAS4381	8971	268179
SEEDGWAS4382	9855	268578
SEEDGWAS4383	11490	268292
SEEDGWAS4384	13805	268701
SEEDGWAS4385	16303	275842
SEEDGWAS4386	16778	268258
SEEDGWAS4387	16936	268459
SEEDGWAS4388	16952	268105
SEEDGWAS4389	16989	268226
SEEDGWAS439	25799	241509
SEEDGWAS4390	16991	268615
SEEDGWAS4391	16995	268253
SEEDGWAS4392	17015	275910
SEEDGWAS4393	17027	268204
SEEDGWAS4394	17032	268192
SEEDGWAS4395	17033	268399
SEEDGWAS4396	17562	268289
SEEDGWAS4397	17578	268726
SEEDGWAS4398	17594	268785
SEEDGWAS4399	17613	268266
SEEDGWAS440	25802	241510
SEEDGWAS4400	17614	268260
SEEDGWAS4401	17754	268275
SEEDGWAS4402	19183	268205
SEEDGWAS4403	19588	268586
SEEDGWAS4404	19632	268273
SEEDGWAS4406	19677	268158
SEEDGWAS4407	19691	268161
SEEDGWAS4408	19709	268222
SEEDGWAS4409	19711	268117
SEEDGWAS441	25824	241511
SEEDGWAS4410	19719	268611
SEEDGWAS4411	19725	268271
SEEDGWAS4412	19739	268280
SEEDGWAS4413	19744	268185
SEEDGWAS4414	19758	268285
SEEDGWAS4415	19759	275913
SEEDGWAS4416	19781	268128
SEEDGWAS4417	19820	268650
SEEDGWAS4418	19838	268097
SEEDGWAS4419	19853	268254
SEEDGWAS442	25832	241512
SEEDGWAS4420	19867	268212
SEEDGWAS4421	20483	268331
SEEDGWAS4422	20485	276041
SEEDGWAS4423	20567	268859
SEEDGWAS4424	20572	268862
SEEDGWAS4425	20573	268900
SEEDGWAS4426	20577	268396
SEEDGWAS4427	20578	275916
SEEDGWAS4428	20580	275917
SEEDGWAS4429	20581	276043
SEEDGWAS443	25879	241513
SEEDGWAS4430	20585	268952
SEEDGWAS4431	20589	268917
SEEDGWAS4432	20590	275918
SEEDGWAS4433	20595	275920
SEEDGWAS4434	20598	268608
SEEDGWAS4435	20601	268972
SEEDGWAS4436	20605	268475
SEEDGWAS4437	20606	275845
SEEDGWAS4438	20607	268941
SEEDGWAS4439	20609	276046
SEEDGWAS444	25979	241514
SEEDGWAS4440	20611	268651
SEEDGWAS4441	20613	275846
SEEDGWAS4442	20614	268959
SEEDGWAS4443	20615	268440
SEEDGWAS4444	20616	268313
SEEDGWAS4445	20624	268962
SEEDGWAS4446	20625	276047
SEEDGWAS4447	20626	268933
SEEDGWAS4448	20627	268486
SEEDGWAS4449	20628	268338
SEEDGWAS445	26104	241515
SEEDGWAS4450	20632	268178
SEEDGWAS4451	20634	268358
SEEDGWAS4452	20636	268623
SEEDGWAS4453	20637	268470
SEEDGWAS4454	20639	276049
SEEDGWAS4455	20640	268120
SEEDGWAS4456	20985	268588
SEEDGWAS4457	21130	275923
SEEDGWAS4458	21140	275924
SEEDGWAS4459	21143	268422
SEEDGWAS446	26303	241516
SEEDGWAS4460	21145	268660
SEEDGWAS4461	21146	268644
SEEDGWAS4462	21151	268693
SEEDGWAS4463	21165	268583
SEEDGWAS4464	21187	276051
SEEDGWAS4465	21192	268540
SEEDGWAS4466	21193	275926
SEEDGWAS4467	21202	276052
SEEDGWAS4468	21203	268484
SEEDGWAS4469	21210	268919
SEEDGWAS447	26587	241517
SEEDGWAS4470	21213	276053
SEEDGWAS4471	21218	275929
SEEDGWAS4472	21219	275930
SEEDGWAS4473	21223	275931
